Código proyecto,Nombre proyecto,Cliente,Industria,Categoría principal,Participantes,Tags,Contraparte,Cargo contraparte,Fecha Inicio,Fecha término,Resumen proyecto,Link,Modificado por,Creado,Modificado,Encargado de proyecto N°1 (Creador Proyecto/Modificador PREZ Antiguo),Encargado de proyecto N°2 (Participante Antiguo),Encargado de proyecto N°3 (Modificador PREZ reciente)
CSC02,Transformando la gestión de locatarios,CENCOSUD SHOPPING,Inmobiliaria,Eficiencia operacional,"[""Magdalena Gálvez"",""Loredanna Celleri"",""José Miguel Sepúlveda"",""Josefina Guridi"",""Christian Uauy"",""Cristóbal Bär"",""Martín Muñoz""]","[""Agentes de cambio"",""Derco"",""Diagnostico"",""Dinámica de equipo"",""Equipos de alto desempeño"",""KPIs"",""Modelo operativo"",""Cultura organizacional"",""Implementación de sistemas"",""Eficiencia"",""Mapeo de procesos"",""Plan de comunicación"",""Plan de gestión del cambio"",""Plan de implementación"",""Mejores practicas"",""Optimización de procesos"",""Seguimiento""]",Rodrigo Larraín,Gerente General Cencosud Shopping,24/5/2022,25/11/2022,"El objetivo principal del proyecto fue transformar el proceso Order-to-Cash en base a un rediseño y simplificación de etapas. Para lograr este objetivo, el plan de trabajo consideró una primera etapa de levantamiento de información, donde se identificaron",/sites/Proyectos-TheHouse/Documentos compartidos/Cencosud Shopping/CSC02 - Transformando la gestión de locatarios,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 9:54 AM,,Magdalena Galvez,
CSC03,Modelo de Gestión Comercial 2.0,Cencosud Shopping,Inmobiliaria,Mixto,"[""Joaquín Moncada"",""Daniel Pérez"",""Tomás Oyarzún"",""Loredanna Celleri"",""José Miguel Sepúlveda"",""Roberto Ragazzone""]","[""Derco"",""Benchmark"",""KPIs"",""Descriptor de cargo"",""Estructura"",""Incentivos"",""Levantamiento de agenda"",""Mapeo de procesos"",""Plan de implementación""]",Sebastián Bellocchio,Gerente Comercial Regional,26/12/2022,3/7/2023,"Ajuste de principales procesos de gestión de locatarios, sus KPI, rutinas, y estructura y capacidades de la Gerencia. Planificación de renovaciones 2023-2024 y generación de herramientas para abordar negociaciones en base a data y capturar mayor valor",/sites/Proyectos-TheHouse/Documentos compartidos/Cencosud Shopping/CSC03 - Gerencia Comercial 2.0,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 9:52 AM,,Jose Miguel Sepúlveda Donoso,Florencia Santa Cruz
DET 01,Trasformación de proceso administrativos,Codelco,Minería,Eficiencia operacional,"[""Francisco Hamilton"",""Vicente Loyola"",""Juan Ignacio Castro"",""Juan Diego Covarrubias"",""Pablo Cruz"",""José Miguel Sepúlveda"",""Javier Uribe""]","[""Alineamiento ejecutivo"",""Diagnostico"",""Plan de implementación"",""Descriptor de cargo"",""Eficiencia"",""Mapeo de procesos"",""Dinámica de equipo"",""Levantamiento de agenda"",""Optimización de procesos"",""Productividad"",""Socio estratégico""]",Rodrigo Herrera,G. Administración,2/1/2018,30/10/2018,Generar reducciones en los contratos actuales e identificar potenciales de mejora en procesos de abastecimiento,/:f:/s/Proyectos-TheHouse/IgD9vVRAkFgKQIczfne6hHFEAbFPv3U3czalvRLtrQhjxH4?e=woXCeU,María Fé Solís,10/8/2024 11:42 AM,6/12/2026 8:46 AM,,,
EAS02,Instalación Modelo Operativo en Tiendas Easy,Easy,Retail,Eficiencia operacional,"[""Alejandra Loyola"",""Pablo González"",""Pablo Cruz"",""Isidora Navarro"",""José Miguel Sepúlveda"",""Nicolás Díaz"",""Juan Pablo Arriagada""]","[""Benchmark"",""Cultura organizacional"",""Capacitación"",""Caso de negocio"",""Comités"",""Definiciones estratégicas"",""Desarrollo ejecutivo"",""Descriptor de cargo"",""Diagnostico"",""Eficiencia"",""Estructura"",""Desvinculación"",""Liderazgo"",""Mapeo de procesos"",""Onboarding"",""Plan de comunicación"",""Plan de implementación"",""Reclutamiento"",""Optimización de procesos"",""Plan de gestión del cambio"",""Modelo operativo"",""Poblamiento de la estructura"",""Seguimiento"",""Roadmap""]",Felipe Longo,Gerente General,11/4/2019,4/8/2020,"Luego del proyecto EAS01 en que se identificaron oportunidades en la gestión de las tiendas, EAS02 se enfocó en llevar esas oportunidades a un nuevo modelo de gestión para la operación de las tiendas. Se diseñó una nueva forma de funcionar que involucró c",/sites/Proyectos-TheHouse/Documentos compartidos/Easy/EAS02 - Instalación modelo operativo,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 7:42 AM,,Jose Miguel Sepúlveda Donoso,
EAS04,Estructura organizacional venta empresas,Easy,Retail,Sistema organizacional,"[""Josefina Correa"",""Juan Pablo Arriagada"",""Catalina Iacobelli"",""Isidora Navarro"",""Pablo Guarda"",""José Miguel Sepúlveda"",""Pablo González"",""Alejandra Loyola""]","[""Estructura"",""Diagnostico"",""Incentivos"",""Mapeo de procesos""]",Felipe Longo,Gerente General,3/1/2021,19/3/2021,"Definir una estructura de alto nivel para venta empresas (VE) de Easy. Además, se propusieron cambios al área comercial: se delimitaron funciones de los distintos cargos y se realizó una propuesta de ajuste de incentivos",/sites/Proyectos-TheHouse/Documentos compartidos/Easy/EAS04 - Estructura organizacional Venta Empresas,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 7:45 AM,,Jose Miguel Sepúlveda Donoso,
EMP01,Plan de negocios para le generación de ingresos propios,Fundación Emplea,Non-profit,Estrategia,"[""Pablo González"",""Olivia Sanchez"",""Lisette Lee"",""Alejandra Loyola""]","[""Benchmark"",""Diagnostico"",""Plan de implementación"",""Plan de negocio""]",Ricardo Délano,Director Ejecutivo,12/2/2019,17/1/2020,El proyecto tenía por objetivo desarrollar un plan de negocios que permitiera a Emplea generar ingresos propios para depender menos de los fondos del estado (provenientes principalmente de Sence). El plan de negocios contemplaba la definición de las 4 P's,/sites/Proyectos-TheHouse/Documentos compartidos/Fundación Emplea/EMP01 - Plan de negocios Fundación Emplea,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:18 PM,,Alejandra Loyola Schmidt,
ESS02,Definiciones para la organización 2023,Esval & Essbio,Servicios básicos,Sistema organizacional,"[""Vicente Loyola"",""Alejandra Soto"",""Olivia Sanchez"",""Juan Pablo Arriagada"",""Alejandra Loyola"",""José Miguel Sepúlveda"",""Pablo Cruz"",""Isidora Navarro"",""Enrique Bravo""]","[""Descriptor de cargo"",""Eficiencia"",""Estructura"",""Optimización de procesos"",""Poblamiento de la estructura"",""Mapeo de procesos""]",Gian Piero Lavezzo,Gerente Gestión de Personas,28/3/2019,20/5/2019,"Se realizó un análisis de ""áreas grises"" en torno a la estructura organizacional. Para esto se desarrolló un mapeo de procesos, una revisión de la estructura organizacional y un assessment ejecutivo para proponer una nueva estructura organizacional",/sites/Proyectos-TheHouse/Documentos compartidos/Esval & Essbio/ESS02 - Def. para la org. del 2023,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:13 PM,,Jose Miguel Sepúlveda Donoso,
Ess03,Focos estratégicos,Esval & Essbio,Servicios básicos,Estrategia,"[""Vicente Loyola"",""Pablo Cruz"",""Enrique Bravo"",""Isidora Navarro"",""José Miguel Sepúlveda""]","[""Iniciativas estratégicas"",""Dinámica de equipo"",""Focos estratégicos"",""Planificación estratégica"",""Prioridades estratégicas"",""Propósito"",""Roadmap""]",Cristián Vergara,Gerente General,6/5/2019,31/5/2019,"Taller de planificación estratégica en el que se definía un propósito, prioridades, focos e iniciativas",/:f:/s/Proyectos-TheHouse/EvkLG7BfbptEgoE-RnQgrFQBaOaimZwKszMHvQUkZ5OG6A?e=8X63yE,Aldemar  Pinzón,10/8/2024 11:42 AM,2/17/2025 10:16 AM,,,
ESS04,Revisión y ajustes al plan estratégico,Esval & Essbio,Servicios básicos,Estrategia,"[""Benjamín Díaz"",""Gastón Iver"",""José Miguel Sepúlveda""]","[""Focos estratégicos"",""Cultura organizacional"",""Definiciones estratégicas"",""Alineamiento ejecutivo"",""Diagnostico"",""Iniciativas estratégicas"",""KPIs"",""Plan de comunicación"",""Planificación estratégica"",""Prioridades estratégicas"",""Propósito""]",Cristian Vergara,Gerente General,5/3/2022,24/6/2022,Se ajustó el plan estratégico de ESSBIO y Nuevosur según los nuevos retos y desafíos que enfrenta el sector sanitario en Chile. Se incorporó una visión de sostenibilidad de largo plazo,/sites/Proyectos-TheHouse/Documentos compartidos/Esval & Essbio/ESS04 - Revisión y ajustes al plan estratégico,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:14 PM,,Jose Miguel Sepúlveda Donoso,
ESV03,Revisión y ajustes al plan estratégico,Esval & Essbio,Servicios básicos,Estrategia,"[""José Miguel Sepúlveda"",""Alejandra Loyola"",""Mariana Hernández"",""Bernardita Cisternas"",""Vicente Olavarría""]","[""Diagnostico"",""Alineamiento ejecutivo"",""Definiciones estratégicas"",""Focos estratégicos"",""Iniciativas estratégicas"",""KPIs"",""Plan de comunicación"",""Planificación estratégica"",""Prioridades estratégicas"",""Propósito""]",José Luis Murillo,Gerente General,11/2/2021,1/18/2021,Se ajustó el plan estratégico de ESVAL y Aguas del Valle según los nuevos retos y desafíos que enfrenta el sector sanitario en Chile. Se incorporó una visión de sostenibilidad de largo plazo,/:f:/s/Proyectos-TheHouse/EqHrgbYOZsBBowrq-oIG8oMB2hkGtnDwItmhELFrPQUY-g?e=YHIeRr,Aldemar  Pinzón,10/8/2024 11:42 AM,2/17/2025 10:17 AM,,,
FAL01,Planificación estratégica e Integración de Perú,Falabella inmobiliario,Inmobiliaria,Estrategia,"[""Mariana Hernández"",""Ignacio Villar"",""Juan Ignacio Castro"",""Alejandra Loyola"",""José Miguel Sepúlveda"",""Victor Alastuey"",""Francisco Hamilton"",""Tomás Tapia""]","[""Benchmark"",""Caso de negocio"",""Plan de implementación"",""Propósito"",""RACI"",""Definiciones estratégicas"",""Diagnostico"",""Estructura"",""Comités"",""Derco"",""Ciclo de gobierno"",""Descriptor de cargo"",""Focos estratégicos"",""Integración"",""Modelo de gobierno"",""Plan de comunicación"",""Planificación estratégica"",""Prioridades estratégicas""]",Ricardo Hepp,General General,22/10/2018,4/12/2019,"El proyecto consistía en apoyar a Falabella Inmobiliario en su Planificación Estratégica para el período 2019 - 2023, junto con desarrollar un plan de integración del negocio inmobiliario del Grupo en Perú a Falabella Inmobiliario.",/sites/Proyectos-TheHouse/Documentos compartidos/Falabella inmobiliario/FAL01 - Planificación Estratégica,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:15 PM,,Mariana  Hernandez Eyquem,
FCM01,Construyendo un modelo de negocio sostenible,Fundación Conecta Mayor,Non-profit,Mixto,"[""Magdalena Gálvez"",""Cristina Montes"",""Pablo Murillo"",""Ángela Garafulic""]","[""Alineamiento ejecutivo"",""Plan de negocio"",""Definiciones estratégicas"",""Plan de comunicación"",""Prioridades estratégicas"",""Roadmap""]",Eduardo Toro,Director Ejecutivo,13/2/2023,3/10/2023,"Se trabajó en el diseño de un modelo de negocio para la Aplicación Mayor que sea eficiente y sostenible en el tiempo que permita su mejora, rentabilidad y escalabilidad, cuyo objetivo es facilitar y simplificar el uso del smartphone en adultos mayores",/sites/Proyectos-TheHouse/Documentos compartidos/Fundación Conecta Mayor/FCM01 - Construyendo un modelo de negocio sostenible,Josue Meneses,10/8/2024 11:42 AM,7/27/2026 11:49 AM,,Magdalena Galvez,Martín Rosenfeld
FUN01,Apoyo Organizacional a la Fundación,Fundación de las Familias,Non-profit,Sistema organizacional,"[""Alejandra Loyola"",""Benjamin Scarneo"",""Alejandra Soto"",""Mariana Hernández""]","[""Desarrollo de carrera"",""Descriptor de cargo"",""Encuesta de clima"",""Estructura"",""Evaluación de desempeño""]",Constanza Irarrázabal,Encargada departamento de RRHH y bienestar,26/2/2019,5/6/2019,"Proyecto desarrollado en conjunto con Simón de Cirene para revisar las definiciones básicas, los procesos y la gestión de RRHH",/sites/Proyectos-TheHouse/Documentos compartidos/Fundación de las Familias/FUN01 - Gestión RRHH,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:16 PM,,Mariana  Hernandez Eyquem,
GAS01,Potenciar el sistema de gobierno corporativo,Empresas Gasco,Energía,Sistema organizacional,"[""Cristián Hargous"",""Nicolás Díaz"",""José Miguel Sepúlveda"",""Claudia Magnet"",""Natalia Cortázar"",""Josefina Correa"",""Alejandra Loyola""]","[""Adyacencias"",""Benchmark"",""Ciclo de gobierno"",""Comités"",""Alineamiento ejecutivo"",""Diagnostico"",""Estructura"",""Mejores practicas"",""Modelo de gobierno"",""Poblamiento de la estructura"",""Compensaciones"",""Definiciones estratégicas"",""Descriptor de cargo"",""Directorio"",""Modelo corporativo"",""Negocio base"",""RACI""]",Ricardo Cruzat,Vicepresidente Directorio,2/1/2017,5/1/2017,"El proyecto se enfocó en reestructurar el sistema organizacional total de Empresas Gasco, desde el Directorio al equipo ejecutivo corporativo. Se abordó modelo de holding, estructura, funciones, decisiones e instancias de toma de decisión, entre otros. El",/sites/Proyectos-TheHouse/Documentos compartidos/Empresas Gasco/GAS01 - Potenciar Gobierno Corporativo,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 7:13 AM,,Jose Miguel Sepúlveda Donoso,
GCA01,Planificación estratégica Grupo CAP,Grupo CAP,Minería,Estrategia,"[""Josefina Correa"",""Juan Pablo Arriagada"",""Loredanna Celleri"",""Alejandra Loyola"",""José Miguel Sepúlveda"",""Nicolás Díaz"",""Mariana Hernández""]","[""Roadmap"",""Alineamiento ejecutivo"",""Iniciativas estratégicas"",""Prioridades estratégicas"",""Definiciones estratégicas"",""Diagnostico"",""Focos estratégicos"",""Negocio base"",""Plan de implementación"",""Planificación estratégica"",""Propósito""]",Julio Bertrand,Gerente General Corporativo,28/7/2020,23/9/2020,"Desarrollo de las principales definiciones estratégicas para el Grupo CAP al 2030, a partir de cuatro sesiones estratégicas con el Directorio y desarrollo de la estratégica (focos estratégicos) con el equipo ejecutivo",/sites/Proyectos-TheHouse/Documentos compartidos/Grupo CAP/GCA01 - Planificación estrategica Grupo CAP,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:24 PM,,Mariana  Hernandez Eyquem,
GCA02,Desarrollo estrategia corporativa,Grupo CAP,Minería,Estrategia,"[""José Miguel Sepúlveda"",""Pablo González"",""Bernardita Cisternas"",""Alejandra Loyola"",""Honorino Landa"",""Mariana Hernández"",""Josefina Correa"",""Loredanna Celleri""]","[""Adyacencias"",""Definiciones estratégicas"",""Iniciativas estratégicas"",""Roadmap"",""Seguimiento"",""Focos estratégicos"",""KPIs"",""Plan de comunicación"",""Plan de implementación"",""Planificación estratégica"",""Posicionamiento estratégico"",""Quick wins"",""Prioridades estratégicas"",""Propósito""]",Julio Bertrand,Gerente General Grupo CAP,29/9/2020,31/12/2020,"El objetivo del proyecto era detallar el plan de implementación de la estrategia del Grupo CAP definida en el proyecto GCA01, en trabajo conjunto con el equipo ejecutivo de CAP y considerando la participación de Subgerentes de distintas áreas",/sites/Proyectos-TheHouse/Documentos compartidos/Grupo CAP/GCA02 - Desarrollo estrategia cor._,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:25 PM,,Mariana  Hernandez Eyquem,
GEI03,Revisión y ajustes a la estrategia,Grupo Echeverría Izquierdo,Inmobiliaria,Estrategia,"[""Honorino Landa"",""Bernardita Cisternas"",""Martín Muñoz"",""Alfonso Undurraga"",""Francisco Hamilton"",""Magdalena Gálvez""]","[""Adyacencias"",""Alineamiento ejecutivo"",""Benchmark"",""Comités"",""Definiciones estratégicas"",""Equipos de alto desempeño"",""Iniciativas estratégicas"",""Liderazgo"",""Eficiencia"",""Focos estratégicos"",""Dinámica de equipo"",""Mejores practicas"",""Modelo corporativo"",""Negocio base"",""Planificación estratégica"",""Posicionamiento estratégico"",""Plan de implementación"",""Seguimiento""]",Pablo Ivelic,Gerente General,20/12/2021,31/1/2022,Revisión a la estrategia generada para los dos grandes negocio base del grupo: Construcción y servicios a la minería y Soluciones Habitacionales para segmentos medios,/sites/Proyectos-TheHouse/Documentos compartidos/Grupo Echeverría Izquierdo/GEI03 - Revisión y ajustes a la estrategia,Josue Meneses,10/8/2024 11:42 AM,7/23/2026 5:22 PM,Alfonso Undurraga Bordeu,Magdalena Galvez,
MAP01,Plan de sostenibilidad Museo Chileno de Arte Precolombino,Proyectos probono,Non-profit,Estrategia,"[""Tomás Ovalle"",""Daniel Pérez"",""José Miguel Sepúlveda"",""Nicolás Díaz"",""Gastón Iver"",""Roberto Ragazzone""]","[""Propósito"",""Quick wins"",""Definiciones estratégicas"",""Diagnostico"",""Posicionamiento estratégico"",""Socio estratégico"",""Alineamiento ejecutivo"",""Benchmark"",""Estructura"",""Focos estratégicos"",""Mapeo de stakeholders"",""Roadmap""]",Cecilia Puga,Directora del Museo,28/6/2022,15/9/2022,"En el marco de una crisis financiera del Museo Chileno de Arte Precolombino, se definió un plan que asegure la sostenibilidad del Museo y su contribución cultural a la sociedad para los próximos años",/sites/Proyectos-TheHouse/Documentos compartidos/Museo Chileno de Arte Precolombino/MAP01 - Museo de Arte Precolombino,Josue Meneses,10/8/2024 11:42 AM,7/30/2026 2:43 PM,Alfonso Undurraga Bordeu,Jose Miguel Sepúlveda Donoso,
MLP02,Análisis de valor jornada excepcional,Antofagasta Minerals,Minería,Sistema organizacional,"[""José Miguel Sepúlveda"",""Francisco Hamilton"",""Juan Pablo Arriagada"",""Ignacio Villar""]","[""Productividad"",""Incentivos"",""Convenios colectivos"",""Caso de negocio""]",Renzo Stagno,Gerente Legal,7/5/2019,20/5/2019,TheHouse apoyó a Minera Los Pelambres en el análisis del impacto en valor que la jornada excepcional implementada genera para el negocio.,/:f:/s/Proyectos-TheHouse/EkLpLLkGEQFHrIdQ7AbNgZ0BAy9U0h3qBZ3y5pOvnwPGvA?e=enuVTm,Aldemar  Pinzón,10/8/2024 11:42 AM,2/17/2025 10:31 AM,,,
PAR02,Transformación Lean de limpieza y mantenimiento,Parque Arauco,Centros Comerciales,Eficiencia operacional,"[""Isidora Navarro"",""Francisco Guzman"",""Olivia Sanchez"",""Francisco Hamilton"",""José Miguel Sepúlveda"",""Loredanna Celleri""]","[""Eficiencia"",""LEAN"",""KPIs"",""Mapeo de procesos"",""Plan de implementación"",""Modelo operativo"",""Optimización de procesos"",""Productividad""]",Jorge Parraguez,Subgerente operaciones PASA internacional,2/3/2020,17/6/2020,"Implementación de la metodología Lean para los servicios de mantenimiento de los centros comerciales de Perú y Colombia, buscando generar eficiencias en costos y una herramienta que permitiese el cálculo de la dotación necesaria por centro y piloto",/sites/Proyectos-TheHouse/Documentos compartidos/Parque Arauco/PAR02 - Transformación Lean de Limpieza y Mantenimiento,Josue Meneses,10/8/2024 11:42 AM,7/30/2026 2:23 PM,,Jose Miguel Sepúlveda Donoso,
